,has_job_experience,requires_job_training,no_of_employees,yr_of_estab,full_time_position,case_status,Age_of_est,annual_wage,hourly_wage,weekly_wage,monthly_wage,continent_Africa,continent_Asia,continent_Europe,continent_North America,continent_Oceania,continent_South America,education_of_employee_Bachelor's,education_of_employee_Doctorate,education_of_employee_High School,education_of_employee_Master's,region_of_employment_Island,region_of_employment_Midwest,region_of_employment_Northeast,region_of_employment_South,region_of_employment_West,unit_of_wage_Hour,unit_of_wage_Month,unit_of_wage_Week,unit_of_wage_Year
11,1,0,8.311398278436641,7.603897968521881,1,Denied,2.4849066497880004,11.167813271181124,3.5566259534288056,7.217289489039233,8.683061945647644,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
12,1,0,11.727044416809726,7.582738488914411,1,Approved,3.9889840465642745,10.26339900333158,2.6932960587336137,6.3139329359656715,7.778876035887214,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
13,1,0,7.410347097821024,7.60489448081162,1,Approved,2.302585092994046,11.582423822011162,3.9615091727524248,7.6316557497417685,9.097619781741889,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
14,1,1,9.665039989962045,7.604396348796338,1,Approved,2.3978952727983707,12.301758800101673,4.671037736435408,8.350746785715168,9.81690213026945,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
15,1,0,8.496582237512113,7.59488438721652,1,Denied,3.4011973816621555,11.213292531271412,3.6008363387715834,7.262736751345436,8.728534300443963,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
16,1,0,11.246861364542914,7.596894438144544,1,Approved,3.258096538021482,8.218191290777757,1.0232098399877965,4.280608657500404,5.736246975750612,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
17,1,0,7.91862865334224,7.601901959875166,1,Approved,2.772588722239781,9.688659952649905,2.1697463175976814,5.740572351103053,7.204434877027137,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
18,1,0,8.464635940677562,7.60339933974067,1,Approved,2.5649493574615367,11.921333770952534,4.294935250113102,7.9704289957072145,9.43650023630769,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
19,0,0,6.738152494595957,7.587310506022615,1,Approved,3.8066624897703196,11.289145711322224,3.674694221594329,7.338539695073466,8.804376639575585,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
20,0,0,6.78105762593618,7.605392364814935,1,Denied,2.1972245773362196,11.172264186552209,3.5609501973253868,7.221737208300315,8.687512171273204,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
21,1,0,7.442492722794441,7.607878073278507,0,Approved,1.3862943611198906,11.832803490390814,4.207665950112368,7.88193008441845,9.347976723549648,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
22,1,0,7.965198290612176,7.585281078639126,1,Approved,3.8918202981106265,10.72861407816766,3.1330327860846325,6.778487093654,8.243948398095533,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
23,0,0,7.325148957955575,7.541683099882111,0,Approved,4.890349128221754,11.408779544725999,3.7914661985380635,7.458101644852719,8.92399496134938,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
24,1,0,5.488937726156687,7.591861714889934,1,Approved,3.58351893845611,11.174469822699805,3.5630932645425877,7.223941265886192,8.689717466755479,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
25,0,0,7.00397413672268,7.599901959208498,1,Approved,2.995732273553991,11.507818948881996,3.8883768763328663,7.557087709944486,9.023022856135762,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
26,1,0,6.6293632534374485,7.59890045687141,1,Approved,3.091042453358316,11.365978194845198,3.749650558413958,7.415325031223097,8.881198949158277,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
27,1,1,7.969011781106478,7.603897968521881,1,Approved,2.4849066497880004,11.542778689884582,3.922633152827151,7.592029848701559,9.057978799075574,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
28,1,0,2.9444389791664403,7.60339933974067,1,Approved,2.5649493574615367,10.61954185019862,3.0289684917649544,6.669543481252508,8.13490393644407,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
29,1,0,6.63200177739563,7.605890001053122,1,Approved,2.0794415416798357,12.150514902873484,4.521320658227553,8.199540716129572,9.665666393548419,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
30,1,0,7.25063551189868,7.6004023345004,0,Approved,2.9444389791664403,11.284708063420489,3.6703692893050883,7.334104882450345,8.79993960351113,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
31,1,0,6.903747257584598,7.53955882930103,0,Approved,4.919980925828125,11.819432701862867,4.1944953529139335,7.868564279576747,9.334607010248753,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
32,0,0,7.789868559054706,7.582738488914411,0,Approved,3.9889840465642745,11.185512053017721,3.5738242600172323,7.234975645440044,8.70075800282657,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
33,0,0,7.78155595923534,7.601402334583733,1,Approved,2.833213344056216,11.313525051247385,3.6984629526504675,7.362903680994136,8.828752666216015,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
34,0,0,7.501082124259871,7.606387389772652,0,Approved,1.9459101490553132,12.3263890472809,4.695440282035673,8.375371396308037,9.841531161496103,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
35,1,0,8.614864218589684,7.601901959875166,1,Denied,2.772588722239781,11.43413027881803,3.8162522580403913,7.483438219218913,8.949342640044314,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
36,1,0,7.83241092718792,7.591861714889934,1,Denied,3.58351893845611,7.820487687526206,0.7871715690538353,3.8895099389774423,5.339987001719429,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
37,1,1,3.8066624897703196,7.583756300707112,1,Approved,3.9512437185814275,11.615646841161098,3.99411030788305,7.664863229679066,9.130839448066869,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
38,1,1,7.699389406256737,7.554858521040676,1,Approved,4.68213122712422,10.83881610951589,3.238678640701316,6.88857265559765,8.354125287730291,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
39,0,0,8.224163512637862,7.60489448081162,1,Approved,2.302585092994046,11.738768569210354,4.115096493688421,7.78793166793528,9.253949678331136,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
40,1,0,8.222553638396958,7.60688453121963,1,Approved,1.791759469228055,10.587450688570529,2.998452608546829,6.637492906411102,8.102821537521692,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
41,1,0,7.098375638590786,7.595889917718538,0,Approved,3.332204510175204,11.959707357170096,4.332795546989846,8.00878982392508,9.474871070082013,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
42,1,0,9.89197149657488,7.603897968521881,1,Approved,2.4849066497880004,10.683536479076444,3.08996188723949,6.733460956027102,8.198881908484811,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
43,1,0,7.8567067930958405,7.595889917718538,1,Approved,3.332204510175204,10.908071539443075,3.3053078994792195,6.957761187351497,8.423366277695356,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
44,1,0,8.5956346177228,7.6004023345004,1,Denied,2.9444389791664403,10.274736231813796,2.7038706455825574,6.325250142223498,7.790208939860308,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
45,0,1,7.646353722445999,7.6004023345004,1,Approved,2.9444389791664403,10.040022990993343,2.486704311871019,6.091001359028166,7.555596032607263,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
46,1,0,7.8724551500639794,7.605392364814935,1,Approved,2.1972245773362196,11.02790971560399,3.4209960810974285,7.077493996436691,8.543181711922587,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
47,1,0,5.424950017481403,7.596894438144544,1,Approved,3.258096538021482,11.959226455502211,4.332320958402068,8.00830907913239,9.474390202258613,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
48,1,0,7.785720896534624,7.56734567601324,1,Approved,4.430816798843313,11.362370213835844,3.7461275674564054,7.41171918414079,8.877591428621301,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
49,0,1,7.683403681053826,7.581209826196346,1,Denied,4.04305126783455,10.811067858557115,3.212032656014411,6.860852534438223,8.326383108811319,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
50,0,0,6.616065185132817,7.596894438144544,1,Approved,3.258096538021482,11.100321082784015,3.4911231907921,7.149847548621291,8.615580601384494,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
51,1,0,8.048788283534199,7.602900462204755,0,Approved,2.6390573296152584,11.46818120508077,3.8495664181256415,7.517470682120534,8.983389582319019,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
52,0,0,7.4073177104694174,7.6004023345004,1,Approved,2.9444389791664403,11.65281826834793,4.030609564327092,7.702017871715461,9.168007253644342,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
53,1,0,7.79934339821592,7.589335823170617,1,Approved,3.713572066704308,10.463647192557191,2.88119624431592,6.513858765128137,7.97905460828127,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
54,1,0,9.370245889485805,7.59890045687141,1,Approved,3.091042453358316,13.081707985671725,5.445905991682967,9.130570493747975,10.596824248470234,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
55,1,0,7.7702232041587855,7.6004023345004,1,Approved,2.9444389791664403,11.642203424560135,4.020184172521033,7.691407757725461,9.15739343036566,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
56,1,1,6.659293919683638,7.598399329323964,1,Approved,3.1354942159291497,11.360416154026428,3.744219662868646,7.409766283269041,8.875637618895166,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
57,1,0,7.946617563244473,7.599401333415815,1,Approved,3.044522437723423,9.55923795046146,2.055973599547452,5.611585648461208,7.075107011651433,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
58,0,0,8.163656176168432,7.60489448081162,1,Approved,2.302585092994046,10.761679569802569,3.1646803475102168,6.811516283346521,8.277006053151176,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
59,0,0,7.872836175025724,7.607381425639791,1,Approved,1.6094379124341003,8.507199419619525,1.2177163886565627,4.566205440072402,6.024512401154182,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
60,0,1,8.58316818033977,7.606387389772652,1,Denied,1.9459101490553132,11.118572240574212,3.508823454007244,7.168084782419067,8.633828754162506,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
61,1,1,7.7458682297922685,7.598399329323964,1,Approved,3.1354942159291497,10.98177093544784,3.3763985054131807,7.031394297247059,8.497051366599083,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
62,0,0,8.53915035876828,7.60339933974067,1,Denied,2.5649493574615367,12.277005963798606,4.64651940150293,8.325999755630798,9.792150546518512,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
63,1,0,7.183111701743281,7.59890045687141,1,Approved,3.091042453358316,11.044401859948117,3.4369537985497094,7.093972602796421,8.559670934428105,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
64,0,0,4.61512051684126,7.601901959875166,1,Denied,2.772588722239781,11.5417129989871,3.9215885516747684,7.590964685340849,9.056913222004725,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
65,1,0,7.611842399580417,7.60489448081162,1,Approved,2.302585092994046,11.723749926936748,4.100324722290542,7.772919180345655,9.238932363965203,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
66,0,0,4.394449154672439,7.585281078639126,0,Denied,3.8918202981106265,11.318437881280548,3.703254482680861,7.36781346197816,8.833664838290854,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
67,1,0,7.635786861395585,7.521859252201629,1,Approved,5.135798437050262,8.579320683357418,1.2690431852029607,4.6376168978460655,6.096479378023722,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
68,1,1,7.884199933676039,7.607878073278507,1,Approved,1.3862943611198906,11.93833005375482,4.3117017896219965,7.987419567364039,9.453495286969552,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
69,1,0,5.680172609017068,7.603897968521881,1,Approved,2.4849066497880004,10.546942524707056,2.9600027092426404,6.597037867339376,8.062324843746323,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
70,1,0,7.186144304522325,7.601901959875166,1,Denied,2.772588722239781,13.079625298366018,5.44383229394231,9.128488027897935,10.594741608933457,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
71,1,0,7.45182223652793,7.60489448081162,1,Approved,2.302585092994046,11.027165067292406,3.420275764856426,7.07674996466762,8.542437196677174,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
72,1,0,8.113726085970747,7.568379267836522,1,Denied,4.406719247264253,11.706166354930124,4.083034854308821,7.755342932540079,9.22135037220449,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
73,1,0,6.115892125483034,7.544861068658458,1,Approved,4.844187086458591,11.71620543513061,4.092905626809897,7.7653778153354045,9.231388546785317,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
74,1,0,8.217708406845306,7.601901959875166,1,Approved,2.772588722239781,10.76155068743299,3.164556905257889,6.811387540159356,8.276877200826782,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
75,0,0,4.454347296253507,7.600902459542082,1,Denied,2.8903717578961645,13.440350882038002,5.803248552196547,9.489181377114447,10.955460239583246,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
76,1,0,7.793174347189205,7.516977224604321,1,Approved,5.187385805840755,7.982190988558351,0.8785369422622392,4.048213359878411,5.501033695547203,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
77,1,0,7.150701457592526,7.600902459542082,1,Approved,2.8903717578961645,11.587870401057614,3.966852405801749,7.637099745796278,9.103065803465133,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
78,0,0,7.346010209913293,7.601901959875166,1,Approved,2.772588722239781,14.020280930617625,6.38185036537796,10.06907876772731,11.53538324396789,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
79,0,1,6.968850378341948,7.6004023345004,1,Denied,2.9444389791664403,12.176529667663424,4.547056264891467,8.225548560440375,9.69167966537448,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
80,1,0,10.392680876175005,7.5745584842024805,1,Approved,4.248495242049359,11.533461254809605,3.9135008551777513,7.582717045005971,9.048662363315154,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
81,1,0,8.30325712085294,7.601901959875166,1,Approved,2.772588722239781,11.642930221316817,4.020897934448338,7.692134229030758,9.158120156902283,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
82,1,0,3.6888794541139363,7.601402334583733,1,Denied,2.833213344056216,11.167329210804953,3.556155702292728,7.216805777114617,8.682577960470146,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
83,1,0,7.7664168980196555,7.60489448081162,1,Approved,2.302585092994046,11.340076659660033,3.724365855021585,7.3894389874433015,8.855300756824803,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
84,1,1,6.931471805599453,7.602401335665818,1,Approved,2.70805020110221,12.066900171884182,4.438653400135881,8.115949487553257,9.58205673282543,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
85,1,0,7.816416983691801,7.591861714889934,1,Approved,3.58351893845611,10.440395164726146,2.8592616755843707,6.490640946756994,7.955809967485605,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
86,0,0,7.135687347028144,7.595889917718538,0,Denied,3.332204510175204,11.287454833103157,3.673046233960159,7.336849895698904,8.802685994164971,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
87,1,0,8.40200678160712,7.6004023345004,1,Denied,2.9444389791664403,11.638044548130086,4.016100063190756,7.6872507481474495,9.153234956731783,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
88,0,0,7.841492924460013,7.570443252057374,1,Denied,4.356708826689592,11.27586857043255,3.66175577589593,7.325271074751575,8.791101337380919,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
89,1,0,7.215239978730097,7.605392364814935,1,Approved,2.1972245773362196,11.851475256265132,4.226062532744065,7.9005950012992265,9.36664701176494,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
90,1,1,7.751475318021456,7.604396348796338,1,Denied,2.3978952727983707,11.625602241402238,4.003883272589901,7.6748140731330095,9.14079386511859,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
91,0,0,8.319717386850606,7.60339933974067,1,Denied,2.5649493574615367,11.743093963461348,4.1193514625046,7.7922553066967,9.258274693826557,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
92,0,0,8.207401833376355,7.58629630715272,1,Denied,3.8501476017100584,13.90901220153421,6.270780659802591,9.957814929436678,11.424115569797756,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
93,0,0,6.192362489474872,7.606387389772652,1,Approved,1.9459101490553132,10.80687438606776,3.2080083331669607,6.856663381316953,8.32219056870361,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
94,1,0,7.9102237070973445,7.6004023345004,1,Approved,2.9444389791664403,11.146722415314462,3.5361428381295448,7.196213972862336,8.661974400230012,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
95,0,0,7.239214973779806,7.601901959875166,0,Approved,2.772588722239781,11.510303831490274,3.8908109584434225,7.55957132100693,9.025507464378942,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
96,1,0,7.853216388156072,7.589841512182657,1,Denied,3.6888794541139363,11.423554433457047,3.8059102838574503,7.472868237443488,8.938768059928451,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
97,1,0,8.16763571524637,7.592366128519796,1,Approved,3.5553480614894135,10.448594595818875,2.8669932254344395,6.498828223705717,7.964006774044993,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
98,0,0,7.521859252201629,7.589841512182657,1,Denied,3.6888794541139363,13.621525971685813,5.983923686149441,9.670344169143585,11.1366326766619,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
99,0,0,11.585580954209748,7.58629630715272,1,Denied,3.8501476017100584,11.980717337584538,4.353532621713164,8.029793023765622,9.49587958764944,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
100,1,0,7.708859601047175,7.60489448081162,1,Approved,2.302585092994046,10.248664294787485,2.6795646592490954,6.299224590732669,7.764147021538238,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
101,1,0,5.814130531825066,7.60489448081162,1,Approved,2.302585092994046,10.67874177011332,3.0853857500714037,6.7286718583770675,8.194088410916835,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
102,1,0,5.41610040220442,7.605392364814935,1,Approved,2.1972245773362196,11.292961603081334,3.6784135793331396,7.342353158837704,8.808192007388051,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
103,1,0,5.908082938168931,7.592366128519796,1,Approved,3.5553480614894135,11.654745722343534,4.03250282883187,7.703944472240194,9.16993452349404,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
104,1,0,5.726847747587197,7.602900462204755,0,Approved,2.6390573296152584,11.463754758403722,3.84523436492608,7.51304660020346,8.978963645902043,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
105,1,0,7.748460023899697,7.59890045687141,1,Approved,3.091042453358316,10.63620442381114,3.044831913640335,6.686185488656219,8.151562069909206,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1
106,0,0,6.792344427470809,7.591861714889934,1,Denied,3.58351893845611,11.068798683416961,3.4605755255902375,7.11834980421931,8.584063523019411,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
107,1,0,7.602401335665818,7.604396348796338,1,Approved,2.3978952727983707,11.101891328570352,3.492645655857407,7.15141658644231,8.617150586471995,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
108,0,0,7.973844375944687,7.572502985020384,1,Approved,4.30406509320417,11.487823223493399,3.8687944716805185,7.537102332391227,9.003029363539504,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
109,1,0,7.826044013518965,7.601901959875166,1,Approved,2.772588722239781,11.084686540953344,3.4759683780143664,7.134225138149231,8.599948677714744,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1
110,1,0,6.858565034791365,7.579167967396076,0,Approved,4.110873864173311,11.211254942090564,3.598854405960346,7.260700564846483,8.726497013965785,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
111,1,0,7.191429330036379,7.5310163320779155,1,Approved,5.030437921392435,11.176283233900778,3.5648553337017543,7.225753381842355,8.691530598433333,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
112,1,0,7.792348924113037,7.5883236773352225,1,Approved,3.7612001156935624,11.377535546355709,3.760937670703327,7.426875598752101,8.892754836783139,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
113,1,0,6.927557906278317,7.603897968521881,1,Approved,2.4849066497880004,15.453782823882507,7.814063551487009,11.50254901534135,12.96887831156248,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
114,0,0,6.955592608396297,7.593877844605118,1,Approved,3.4657359027997265,11.332656999141918,3.717125782293947,7.382023838929082,8.847882069948383,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
115,0,0,8.10892415597534,7.603897968521881,1,Approved,2.4849066497880004,10.961133044533991,3.3564725485941835,7.010774478975202,8.47641737638525,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
116,1,0,6.234410725718371,7.599901959208498,1,Approved,2.995732273553991,14.337164186720722,6.698274219324522,10.385950738131603,11.852264065832093,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
117,1,1,7.70796153183549,7.589335823170617,1,Approved,3.713572066704308,11.097322289887574,3.4882158499727955,7.14685106792172,8.612582307498952,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
118,1,0,7.403670290012373,7.59337419312129,1,Approved,3.4965075614664802,10.378559565796204,2.801073385440513,6.4289002840305365,7.893994869686138,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
119,0,0,7.0431599159883405,7.601901959875166,1,Denied,2.772588722239781,9.706399708766352,2.1854768896832404,5.7582566981100936,7.222162652809505,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
120,0,0,7.755767170102998,7.586803535162581,0,Approved,3.828641396489095,11.987153844876019,4.359886649277505,8.036227482133233,9.502315652905802,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
121,0,0,7.255591274253665,7.5569505720129,1,Denied,4.6443908991413725,10.88021502975551,3.27848672036801,6.929931030874124,8.3955154562544,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
122,1,1,7.9211727215870145,7.599901959208498,1,Approved,2.995732273553991,9.861477873831486,2.3242811942589006,5.912890031945491,7.377144657114278,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
123,0,0,7.003065458786462,7.603897968521881,0,Denied,2.4849066497880004,12.22995283062971,4.5999282015322684,8.278958063743275,9.74509988154777,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
124,1,0,6.8679744089702925,7.607381425639791,1,Approved,1.6094379124341003,10.603039925980802,3.0132706028358474,6.6530622650877165,8.11840648306948,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
